trip_id,arrival_time,departure_time,stop_id,stop_sequence
T061,2025-03-03T07:33:39,2025-03-03T07:33:57,S051,3
T061,2025-03-03T07:37:49,2025-03-03T07:38:11,S052,4
T061,2025-03-03T07:42:15,2025-03-03T07:42:37,S053,5
T061,2025-03-03T07:45:48,2025-03-03T07:46:17,S054,6
T061,2025-03-03T07:49:42,2025-03-03T07:49:57,S055,7
T061,2025-03-03T07:55:17,2025-03-03T07:55:41,S056,8
T061,2025-03-03T07:59:00,2025-03-03T07:59:36,S057,9
T061,2025-03-03T08:02:48,2025-03-03T08:03:25,S058,10
T061,2025-03-03T08:07:28,2025-03-03T08:07:48,S059,11
T061,2025-03-03T08:11:30,2025-03-03T08:11:46,S060,12
T062,2025-03-03T07:37:00,2025-03-03T07:37:21,S060,1
T062,2025-03-03T07:41:08,2025-03-03T07:41:42,S059,2
T062,2025-03-03T07:46:52,2025-03-03T07:47:34,S058,3
T062,2025-03-03T07:52:31,2025-03-03T07:53:00,S057,4
T062,2025-03-03T07:57:32,2025-03-03T07:57:59,S056,5
T062,2025-03-03T08:03:10,2025-03-03T08:03:48,S055,6
T062,2025-03-03T08:08:52,2025-03-03T08:09:10,S054,7
T062,2025-03-03T08:13:04,2025-03-03T08:13:39,S053,8
T062,2025-03-03T08:17:00,2025-03-03T08:17:43,S052,9
T062,2025-03-03T08:21:30,2025-03-03T08:22:08,S051,10
T062,2025-03-03T08:25:51,2025-03-03T08:26:31,S050,11
T062,2025-03-03T08:30:06,2025-03-03T08:30:33,S049,12
T063,2025-03-03T07:59:00,2025-03-03T07:59:36,S049,1
T063,2025-03-03T08:03:11,2025-03-03T08:03:28,S050,2
T063,2025-03-03T08:06:56,2025-03-03T08:07:31,S051,3
T063,2025-03-03T08:10:58,2025-03-03T08:11:35,S052,4
T063,2025-03-03T08:16:40,2025-03-03T08:17:24,S053,5
T063,2025-03-03T08:21:13,2025-03-03T08:21:55,S054,6
T063,2025-03-03T08:25:39,2025-03-03T08:25:58,S055,7
T063,2025-03-03T08:30:42,2025-03-03T08:31:07,S056,8
T063,2025-03-03T08:34:17,2025-03-03T08:34:48,S057,9
T063,2025-03-03T08:38:13,2025-03-03T08:38:44,S058,10
T063,2025-03-03T08:43:57,2025-03-03T08:44:26,S059,11
T063,2025-03-03T08:48:24,2025-03-03T08:48:48,S060,12
T064,2025-03-03T08:19:00,2025-03-03T08:19:16,S060,1
T064,2025-03-03T08:22:35,2025-03-03T08:23:05,S059,2
T064,2025-03-03T08:26:17,2025-03-03T08:26:51,S058,3
T064,2025-03-03T08:32:25,2025-03-03T08:32:50,S057,4
T064,2025-03-03T08:36:50,2025-03-03T08:37:28,S056,5
T064,2025-03-03T08:41:26,2025-03-03T08:41:44,S055,6
T064,2025-03-03T08:45:36,2025-03-03T08:46:09,S054,7
T064,2025-03-03T08:50:27,2025-03-03T08:50:44,S053,8
T064,2025-03-03T08:54:08,2025-03-03T08:54:34,S052,9
T064,2025-03-03T08:57:57,2025-03-03T08:58:21,S051,10
T064,2025-03-03T09:03:37,2025-03-03T09:04:16,S050,11
T064,2025-03-03T09:09:39,2025-03-03T09:10:08,S049,12
T065,2025-03-03T08:40:00,2025-03-03T08:40:24,S049,1
T065,2025-03-03T08:44:35,2025-03-03T08:45:16,S050,2
T065,2025-03-03T08:48:53,2025-03-03T08:49:12,S051,3
T065,2025-03-03T08:54:39,2025-03-03T08:54:58,S052,4
T065,2025-03-03T09:00:15,2025-03-03T09:00:44,S053,5
T065,2025-03-03T09:05:55,2025-03-03T09:06:23,S054,6
T065,2025-03-03T09:10:06,2025-03-03T09:10:33,S055,7
T065,2025-03-03T09:14:21,2025-03-03T09:14:57,S056,8
T065,2025-03-03T09:19:44,2025-03-03T09:20:16,S057,9
T065,2025-03-03T09:23:54,2025-03-03T09:24:19,S058,10
T065,2025-03-03T09:28:07,2025-03-03T09:28:29,S059,11
T065,2025-03-03T09:32:36,2025-03-03T09:33:05,S060,12
T066,2025-03-03T08:59:00,2025-03-03T08:59:31,S060,1
T066,2025-03-03T09:04:19,2025-03-03T09:04:51,S059,2
T066,2025-03-03T09:09:10,2025-03-03T09:09:48,S058,3
T066,2025-03-03T09:13:22,2025-03-03T09:13:39,S057,4
T066,2025-03-03T09:17:51,2025-03-03T09:18:19,S056,5
T066,2025-03-03T09:23:40,2025-03-03T09:24:17,S055,6
T066,2025-03-03T09:27:37,2025-03-03T09:28:09,S054,7
T066,2025-03-03T09:31:47,2025-03-03T09:32:03,S053,8
T066,2025-03-03T09:36:08,2025-03-03T09:36:48,S052,9
T066,2025-03-03T09:40:42,2025-03-03T09:40:59,S051,10
T066,2025-03-03T09:44:38,2025-03-03T09:45:16,S050,11
T066,2025-03-03T09:48:28,2025-03-03T09:49:10,S049,12
T067,2025-03-03T09:22:00,2025-03-03T09:22:18,S049,1
T067,2025-03-03T09:26:13,2025-03-03T09:26:46,S050,2
T067,2025-03-03T09:32:13,2025-03-03T09:32:48,S051,3
T067,2025-03-03T09:36:22,2025-03-03T09:36:50,S052,4
T067,2025-03-03T09:41:13,2025-03-03T09:41:30,S053,5
T067,2025-03-03T09:45:42,2025-03-03T09:45:59,S054,6
T067,2025-03-03T09:49:12,2025-03-03T09:49:52,S055,7
T067,2025-03-03T09:53:16,2025-03-03T09:53:44,S056,8
T067,2025-03-03T09:58:53,2025-03-03T09:59:37,S057,9
T067,2025-03-03T10:04:37,2025-03-03T10:05:09,S058,10
T067,2025-03-03T10:09:02,2025-03-03T10:09:23,S059,11
T067,2025-03-03T10:12:59,2025-03-03T10:13:43,S060,12
T074,2025-03-03T06:58:00,2025-03-03T06:58:20,S012,1
T074,2025-03-03T07:01:09,2025-03-03T07:01:28,S011,2
T074,2025-03-03T07:04:42,2025-03-03T07:05:12,S010,3
T074,2025-03-03T07:07:52,2025-03-03T07:08:10,S009,4
T074,2025-03-03T07:11:49,2025-03-03T07:12:30,S008,5
T074,2025-03-03T07:15:46,2025-03-03T07:16:17,S007,6
T074,2025-03-03T07:19:20,2025-03-03T07:19:52,S006,7
T074,2025-03-03T07:23:44,2025-03-03T07:24:23,S005,8
T074,2025-03-03T07:27:44,2025-03-03T07:28:12,S004,9
T074,2025-03-03T07:32:01,2025-03-03T07:32:39,S003,10
T074,2025-03-03T07:36:02,2025-03-03T07:36:45,S002,11
T074,2025-03-03T07:40:54,2025-03-03T07:41:31,S001,12
T075,2025-03-03T07:22:00,2025-03-03T07:22:39,S001,1
T075,2025-03-03T07:26:40,2025-03-03T07:27:08,S002,2
T075,2025-03-03T07:31:08,2025-03-03T07:31:29,S003,3
T075,2025-03-03T07:36:30,2025-03-03T07:37:14,S004,4
T075,2025-03-03T07:42:05,2025-03-03T07:42:25,S005,5
T075,2025-03-03T07:47:25,2025-03-03T07:47:40,S006,6
T075,2025-03-03T07:52:41,2025-03-03T07:53:19,S007,7
T075,2025-03-03T07:58:00,2025-03-03T07:58:40,S008,8
T075,2025-03-03T08:03:54,2025-03-03T08:04:10,S009,9
T075,2025-03-03T08:07:26,2025-03-03T08:08:01,S010,10
T075,2025-03-03T08:11:59,2025-03-03T08:12:21,S011,11
T075,2025-03-03T08:16:06,2025-03-03T08:16:23,S012,12
T076,2025-03-03T07:38:00,2025-03-03T07:38:20,S012,1
T076,2025-03-03T07:42:07,2025-03-03T07:42:31,S011,2
T076,2025-03-03T07:47:48,2025-03-03T07:48:20,S010,3
T076,2025-03-03T07:52:50,2025-03-03T07:53:32,S009,4
T076,2025-03-03T07:57:05,2025-03-03T07:57:36,S008,5
T076,2025-03-03T08:01:32,2025-03-03T08:01:49,S007,6
T076,2025-03-03T08:05:34,2025-03-03T08:05:59,S006,7
T076,2025-03-03T08:09:19,2025-03-03T08:09:58,S005,8
T076,2025-03-03T08:14:00,2025-03-03T08:14:39,S004,9
T076,2025-03-03T08:19:23,2025-03-03T08:19:41,S003,10
T076,2025-03-03T08:23:20,2025-03-03T08:23:57,S002,11
T076,2025-03-03T08:27:47,2025-03-03T08:28:05,S001,12
T077,2025-03-03T08:03:00,2025-03-03T08:03:32,S001,1
T077,2025-03-03T08:06:45,2025-03-03T08:07:20,S002,2
T077,2025-03-03T08:11:31,2025-03-03T08:11:52,S003,3
T077,2025-03-03T08:16:22,2025-03-03T08:16:47,S004,4
T077,2025-03-03T08:21:45,2025-03-03T08:22:19,S005,5
T077,2025-03-03T08:25:51,2025-03-03T08:26:23,S006,6
T077,2025-03-03T08:29:55,2025-03-03T08:30:39,S007,7
T077,2025-03-03T08:35:49,2025-03-03T08:36:31,S008,8
T077,2025-03-03T08:41:50,2025-03-03T08:42:11,S009,9
T077,2025-03-03T08:46:04,2025-03-03T08:46:27,S010,10
T077,2025-03-03T08:51:07,2025-03-03T08:51:50,S011,11
T077,2025-03-03T08:55:34,2025-03-03T08:56:14,S012,12
T078,2025-03-03T08:20:00,2025-03-03T08:20:33,S012,1
T078,2025-03-03T08:24:58,2025-03-03T08:25:31,S011,2
T078,2025-03-03T08:30:00,2025-03-03T08:30:41,S010,3
T078,2025-03-03T08:35:51,2025-03-03T08:36:14,S009,4
T078,2025-03-03T08:41:47,2025-03-03T08:42:17,S008,5
T078,2025-03-03T08:47:32,2025-03-03T08:47:51,S007,6
T078,2025-03-03T08:53:17,2025-03-03T08:53:54,S006,7
T078,2025-03-03T08:58:15,2025-03-03T08:58:34,S005,8
T078,2025-03-03T09:02:26,2025-03-03T09:02:55,S004,9
T078,2025-03-03T09:08:06,2025-03-03T09:08:21,S003,10
T078,2025-03-03T09:12:03,2025-03-03T09:12:41,S002,11
T078,2025-03-03T09:16:47,2025-03-03T09:17:19,S001,12
T079,2025-03-03T08:43:00,2025-03-03T08:43:41,S001,1
T079,2025-03-03T08:49:01,2025-03-03T08:49:19,S002,2
T079,2025-03-03T08:53:33,2025-03-03T08:53:55,S003,3
T079,2025-03-03T08:58:46,2025-03-03T08:59:24,S004,4
T079,2025-03-03T09:04:59,2025-03-03T09:05:19,S005,5
T079,2025-03-03T09:10:38,2025-03-03T09:10:53,S006,6
T079,2025-03-03T09:15:21,2025-03-03T09:15:57,S007,7
T079,2025-03-03T09:20:26,2025-03-03T09:21:02,S008,8
T079,2025-03-03T09:25:30,2025-03-03T09:26:03,S009,9
T079,2025-03-03T09:29:59,2025-03-03T09:30:41,S010,10
T079,2025-03-03T09:35:03,2025-03-03T09:35:23,S011,11
T079,2025-03-03T09:39:52,2025-03-03T09:40:24,S012,12
T080,2025-03-03T09:00:00,2025-03-03T09:00:29,S012,1
T080,2025-03-03T09:05:39,2025-03-03T09:05:54,S011,2
T080,2025-03-03T09:09:27,2025-03-03T09:09:53,S010,3
T080,2025-03-03T09:13:04,2025-03-03T09:13:26,S009,4
T080,2025-03-03T09:17:14,2025-03-03T09:17:34,S008,5
T080,2025-03-03T09:20:41,2025-03-03T09:21:16,S007,6
T080,2025-03-03T09:26:26,2025-03-03T09:26:54,S006,7
T080,2025-03-03T09:30:45,2025-03-03T09:31:16,S005,8
T080,2025-03-03T09:35:33,2025-03-03T09:36:08,S004,9
T080,2025-03-03T09:41:18,2025-03-03T09:41:33,S003,10
T080,2025-03-03T09:47:07,2025-03-03T09:47:27,S002,11
T080,2025-03-03T09:52:23,2025-03-03T09:52:54,S001,12
T081,2025-03-03T09:21:00,2025-03-03T09:21:42,S001,1
T081,2025-03-03T09:26:40,2025-03-03T09:26:56,S002,2
T081,2025-03-03T09:31:40,2025-03-03T09:32:08,S003,3
T081,2025-03-03T09:37:35,2025-03-03T09:37:54,S004,4
T081,2025-03-03T09:42:26,2025-03-03T09:42:46,S005,5
T081,2025-03-03T09:46:13,2025-03-03T09:46:46,S006,6
T081,2025-03-03T09:49:58,2025-03-03T09:50:29,S007,7
T081,2025-03-03T09:54:19,2025-03-03T09:54:48,S008,8
T081,2025-03-03T09:59:27,2025-03-03T10:00:05,S009,9
T081,2025-03-03T10:04:41,2025-03-03T10:04:58,S010,10
T081,2025-03-03T10:09:24,2025-03-03T10:09:45,S011,11
T081,2025-03-03T10:14:24,2025-03-03T10:15:02,S012,12
T088,2025-03-03T06:58:00,2025-03-03T06:58:39,S024,1
T088,2025-03-03T07:03:23,2025-03-03T07:03:53,S023,2
T088,2025-03-03T07:06:23,2025-03-03T07:06:43,S022,3
T088,2025-03-03T07:10:28,2025-03-03T07:11:03,S021,4
T088,2025-03-03T07:14:07,2025-03-03T07:14:43,S020,5
T088,2025-03-03T07:18:31,2025-03-03T07:18:58,S019,6
T088,2025-03-03T07:22:49,2025-03-03T07:23:21,S018,7
T088,2025-03-03T07:26:29,2025-03-03T07:27:03,S017,8
T088,2025-03-03T07:31:53,2025-03-03T07:32:37,S016,9
T088,2025-03-03T07:35:23,2025-03-03T07:36:06,S015,10
T088,2025-03-03T07:40:32,2025-03-03T07:41:12,S014,11
T088,2025-03-03T07:45:05,2025-03-03T07:45:47,S013,12
T089,2025-03-03T07:22:00,2025-03-03T07:22:30,S013,1
T089,2025-03-03T07:27:15,2025-03-03T07:27:55,S014,2
T089,2025-03-03T07:31:23,2025-03-03T07:31:51,S015,3
T089,2025-03-03T07:35:47,2025-03-03T07:36:05,S016,4
T089,2025-03-03T07:39:40,2025-03-03T07:39:59,S017,5
T089,2025-03-03T07:43:21,2025-03-03T07:43:36,S018,6
T089,2025-03-03T07:47:07,2025-03-03T07:47:24,S019,7
T089,2025-03-03T07:52:46,2025-03-03T07:53:13,S020,8
T089,2025-03-03T07:57:39,2025-03-03T07:58:10,S021,9
T089,2025-03-03T08:03:16,2025-03-03T08:03:41,S022,10
T089,2025-03-03T08:07:23,2025-03-03T08:07:47,S023,11
T089,2025-03-03T08:12:40,2025-03-03T08:13:00,S024,12
T090,2025-03-03T07:42:00,2025-03-03T07:42:32,S024,1
T090,2025-03-03T07:46:21,2025-03-03T07:46:44,S023,2
T090,2025-03-03T07:50:24,2025-03-03T07:50:41,S022,3
T090,2025-03-03T07:56:03,2025-03-03T07:56:21,S021,4
T090,2025-03-03T08:01:54,2025-03-03T08:02:26,S020,5
T090,2025-03-03T08:07:58,2025-03-03T08:08:31,S019,6
T090,2025-03-03T08:11:43,2025-03-03T08:12:12,S018,7
T090,2025-03-03T08:15:56,2025-03-03T08:16:17,S017,8
T090,2025-03-03T08:19:24,2025-03-03T08:19:47,S016,9
T090,2025-03-03T08:23:05,2025-03-03T08:23:49,S015,10
T090,2025-03-03T08:27:09,2025-03-03T08:27:25,S014,11
T090,2025-03-03T08:31:45,2025-03-03T08:32:22,S013,12
T091,2025-03-03T08:02:00,2025-03-03T08:02:42,S013,1
T091,2025-03-03T08:06:18,2025-03-03T08:06:53,S014,2
T091,2025-03-03T08:12:03,2025-03-03T08:12:43,S015,3
T091,2025-03-03T08:16:37,2025-03-03T08:16:55,S016,4
T091,2025-03-03T08:21:23,2025-03-03T08:21:44,S017,5
T091,2025-03-03T08:25:25,2025-03-03T08:25:47,S018,6
T091,2025-03-03T08:30:38,2025-03-03T08:30:58,S019,7
T091,2025-03-03T08:35:38,2025-03-03T08:36:18,S020,8
T091,2025-03-03T08:40:33,2025-03-03T08:41:01,S021,9
T091,2025-03-03T08:45:30,2025-03-03T08:46:12,S022,10
T091,2025-03-03T08:50:41,2025-03-03T08:51:19,S023,11
T091,2025-03-03T08:55:45,2025-03-03T08:56:08,S024,12
T092,2025-03-03T08:17:00,2025-03-03T08:17:27,S024,1
T092,2025-03-03T08:21:16,2025-03-03T08:21:49,S023,2
T092,2025-03-03T08:26:06,2025-03-03T08:26:34,S022,3
T092,2025-03-03T08:32:07,2025-03-03T08:32:28,S021,4
T092,2025-03-03T08:37:29,2025-03-03T08:37:45,S020,5
T092,2025-03-03T08:42:33,2025-03-03T08:43:14,S019,6
T092,2025-03-03T08:46:39,2025-03-03T08:47:04,S018,7
T092,2025-03-03T08:52:12,2025-03-03T08:52:40,S017,8
T092,2025-03-03T08:57:29,2025-03-03T08:58:06,S016,9
T092,2025-03-03T09:02:47,2025-03-03T09:03:14,S015,10
T092,2025-03-03T09:06:48,2025-03-03T09:07:10,S014,11
T092,2025-03-03T09:11:28,2025-03-03T09:12:00,S013,12
T093,2025-03-03T08:37:00,2025-03-03T08:37:35,S013,1
T093,2025-03-03T08:41:52,2025-03-03T08:42:07,S014,2
T093,2025-03-03T08:46:10,2025-03-03T08:46:45,S015,3
T093,2025-03-03T08:51:46,2025-03-03T08:52:12,S016,4
T093,2025-03-03T08:57:43,2025-03-03T08:58:17,S017,5
T093,2025-03-03T09:02:24,2025-03-03T09:02:41,S018,6
T093,2025-03-03T09:07:52,2025-03-03T09:08:07,S019,7
T093,2025-03-03T09:13:18,2025-03-03T09:13:47,S020,8
T093,2025-03-03T09:18:09,2025-03-03T09:18:45,S021,9
T093,2025-03-03T09:23:07,2025-03-03T09:23:39,S022,10
T093,2025-03-03T09:27:37,2025-03-03T09:27:52,S023,11
T093,2025-03-03T09:31:12,2025-03-03T09:31:53,S024,12
T094,2025-03-03T09:01:00,2025-03-03T09:01:42,S024,1
T094,2025-03-03T09:06:40,2025-03-03T09:06:57,S023,2
T094,2025-03-03T09:11:06,2025-03-03T09:11:38,S022,3
T094,2025-03-03T09:14:59,2025-03-03T09:15:38,S021,4
T094,2025-03-03T09:19:46,2025-03-03T09:20:12,S020,5
T094,2025-03-03T09:24:42,2025-03-03T09:25:25,S019,6
T094,2025-03-03T09:30:07,2025-03-03T09:30:27,S018,7
T094,2025-03-03T09:34:52,2025-03-03T09:35:23,S017,8
T094,2025-03-03T09:39:58,2025-03-03T09:40:29,S016,9
T094,2025-03-03T09:44:43,2025-03-03T09:45:26,S015,10
T094,2025-03-03T09:49:59,2025-03-03T09:50:22,S014,11
T094,2025-03-03T09:53:31,2025-03-03T09:54:03,S013,12
T095,2025-03-03T09:17:00,2025-03-03T09:17:40,S013,1
T095,2025-03-03T09:22:06,2025-03-03T09:22:42,S014,2
T095,2025-03-03T09:26:53,2025-03-03T09:27:23,S015,3
T095,2025-03-03T09:32:29,2025-03-03T09:32:54,S016,4
T095,2025-03-03T09:37:12,2025-03-03T09:37:52,S017,5
T095,2025-03-03T09:41:40,2025-03-03T09:42:08,S018,6
T095,2025-03-03T09:45:58,2025-03-03T09:46:36,S019,7
T095,2025-03-03T09:51:44,2025-03-03T09:52:28,S020,8
T095,2025-03-03T09:56:58,2025-03-03T09:57:20,S021,9
T095,2025-03-03T10:00:44,2025-03-03T10:01:05,S022,10
T095,2025-03-03T10:04:53,2025-03-03T10:05:35,S023,11
T095,2025-03-03T10:09:50,2025-03-03T10:10:12,S024,12
T101,2025-03-03T06:40:00,2025-03-03T06:40:32,S025,1
T101,2025-03-03T06:45:19,2025-03-03T06:45:40,S026,2
T101,2025-03-03T06:49:20,2025-03-03T06:49:58,S027,3
T101,2025-03-03T06:54:15,2025-03-03T06:54:54,S028,4
T101,2025-03-03T06:59:41,2025-03-03T07:00:01,S029,5
T101,2025-03-03T07:04:50,2025-03-03T07:05:22,S030,6
T101,2025-03-03T07:09:46,2025-03-03T07:10:13,S031,7
T101,2025-03-03T07:13:52,2025-03-03T07:14:33,S032,8
T101,2025-03-03T07:18:39,2025-03-03T07:19:00,S033,9
T101,2025-03-03T07:21:47,2025-03-03T07:22:16,S034,10
T101,2025-03-03T07:26:01,2025-03-03T07:26:34,S035,11
T101,2025-03-03T07:30:16,2025-03-03T07:30:51,S036,12
T102,2025-03-03T07:02:00,2025-03-03T07:02:44,S036,1
T102,2025-03-03T07:06:05,2025-03-03T07:06:41,S035,2
T102,2025-03-03T07:10:10,2025-03-03T07:10:47,S034,3
T102,2025-03-03T07:15:37,2025-03-03T07:15:57,S033,4
T102,2025-03-03T07:19:59,2025-03-03T07:20:25,S032,5
T102,2025-03-03T07:25:00,2025-03-03T07:25:28,S031,6
T102,2025-03-03T07:30:47,2025-03-03T07:31:03,S030,7
T102,2025-03-03T07:34:26,2025-03-03T07:34:45,S029,8
T102,2025-03-03T07:38:59,2025-03-03T07:39:31,S028,9
T102,2025-03-03T07:44:20,2025-03-03T07:45:04,S027,10
T102,2025-03-03T07:50:36,2025-03-03T07:50:59,S026,11
T102,2025-03-03T07:54:28,2025-03-03T07:55:01,S025,12
T103,2025-03-03T07:17:00,2025-03-03T07:17:38,S025,1
T103,2025-03-03T07:22:48,2025-03-03T07:23:31,S026,2
T103,2025-03-03T07:28:37,2025-03-03T07:29:00,S027,3
T103,2025-03-03T07:32:20,2025-03-03T07:32:41,S028,4
T103,2025-03-03T07:36:12,2025-03-03T07:36:52,S029,5
T103,2025-03-03T07:41:00,2025-03-03T07:41:40,S030,6
T103,2025-03-03T07:44:56,2025-03-03T07:45:14,S031,7
T103,2025-03-03T07:50:15,2025-03-03T07:50:55,S032,8
T103,2025-03-03T07:54:58,2025-03-03T07:55:31,S033,9
T103,2025-03-03T07:59:42,2025-03-03T08:00:06,S034,10
T103,2025-03-03T08:04:13,2025-03-03T08:04:49,S035,11
T103,2025-03-03T08:08:40,2025-03-03T08:09:09,S036,12
T104,2025-03-03T07:39:00,2025-03-03T07:39:37,S036,1
T104,2025-03-03T07:43:08,2025-03-03T07:43:24,S035,2
T104,2025-03-03T07:47:38,2025-03-03T07:48:19,S034,3
T104,2025-03-03T07:51:53,2025-03-03T07:52:29,S033,4
T104,2025-03-03T07:56:10,2025-03-03T07:56:33,S032,5
T104,2025-03-03T08:00:52,2025-03-03T08:01:32,S031,6
T104,2025-03-03T08:06:33,2025-03-03T08:07:08,S030,7
T104,2025-03-03T08:11:53,2025-03-03T08:12:27,S029,8
T104,2025-03-03T08:16:12,2025-03-03T08:16:29,S028,9
T104,2025-03-03T08:20:32,2025-03-03T08:20:58,S027,10
T104,2025-03-03T08:24:40,2025-03-03T08:25:12,S026,11
T104,2025-03-03T08:30:00,2025-03-03T08:30:19,S025,12
T105,2025-03-03T08:03:00,2025-03-03T08:03:21,S025,1
T105,2025-03-03T08:08:53,2025-03-03T08:09:26,S026,2
T105,2025-03-03T08:12:50,2025-03-03T08:13:32,S027,3
T105,2025-03-03T08:17:16,2025-03-03T08:17:38,S028,4
T105,2025-03-03T08:20:59,2025-03-03T08:21:36,S029,5
T105,2025-03-03T08:26:41,2025-03-03T08:27:20,S030,6
T105,2025-03-03T08:31:00,2025-03-03T08:31:36,S031,7
T105,2025-03-03T08:34:46,2025-03-03T08:35:17,S032,8
T105,2025-03-03T08:40:44,2025-03-03T08:41:06,S033,9
T105,2025-03-03T08:46:15,2025-03-03T08:46:41,S034,10
T105,2025-03-03T08:51:08,2025-03-03T08:51:29,S035,11
T105,2025-03-03T08:56:09,2025-03-03T08:56:51,S036,12
T106,2025-03-03T08:18:00,2025-03-03T08:18:31,S036,1
T106,2025-03-03T08:22:51,2025-03-03T08:23:07,S035,2
T106,2025-03-03T08:26:35,2025-03-03T08:27:00,S034,3
T106,2025-03-03T08:31:11,2025-03-03T08:31:37,S033,4
T106,2025-03-03T08:36:15,2025-03-03T08:36:53,S032,5
T106,2025-03-03T08:41:01,2025-03-03T08:41:37,S031,6
T106,2025-03-03T08:44:44,2025-03-03T08:45:12,S030,7
T106,2025-03-03T08:49:30,2025-03-03T08:50:13,S029,8
T106,2025-03-03T08:54:29,2025-03-03T08:55:02,S028,9
T106,2025-03-03T08:59:04,2025-03-03T08:59:27,S027,10
T106,2025-03-03T09:03:04,2025-03-03T09:03:41,S026,11
T106,2025-03-03T09:08:31,2025-03-03T09:09:03,S025,12
T107,2025-03-03T08:40:00,2025-03-03T08:40:36,S025,1
T107,2025-03-03T08:45:23,2025-03-03T08:45:38,S026,2
T107,2025-03-03T08:48:57,2025-03-03T08:49:29,S027,3
T107,2025-03-03T08:54:48,2025-03-03T08:55:12,S028,4
T107,2025-03-03T08:59:28,2025-03-03T08:59:58,S029,5
T107,2025-03-03T09:03:51,2025-03-03T09:04:14,S030,6
T107,2025-03-03T09:08:18,2025-03-03T09:08:35,S031,7
T107,2025-03-03T09:14:04,2025-03-03T09:14:26,S032,8
T107,2025-03-03T09:18:19,2025-03-03T09:18:40,S033,9
T107,2025-03-03T09:23:48,2025-03-03T09:24:25,S034,10
T107,2025-03-03T09:29:36,2025-03-03T09:30:12,S035,11
T107,2025-03-03T09:34:41,2025-03-03T09:35:05,S036,12
T108,2025-03-03T09:01:00,2025-03-03T09:01:22,S036,1
T108,2025-03-03T09:05:09,2025-03-03T09:05:46,S035,2
T108,2025-03-03T09:09:31,2025-03-03T09:10:00,S034,3
T108,2025-03-03T09:13:24,2025-03-03T09:14:08,S033,4
T108,2025-03-03T09:19:40,2025-03-03T09:20:08,S032,5
T108,2025-03-03T09:23:24,2025-03-03T09:24:04,S031,6
T108,2025-03-03T09:29:33,2025-03-03T09:29:50,S030,7
T108,2025-03-03T09:34:13,2025-03-03T09:34:51,S029,8
T108,2025-03-03T09:39:33,2025-03-03T09:39:57,S028,9
T108,2025-03-03T09:45:29,2025-03-03T09:45:52,S027,10
T108,2025-03-03T09:49:00,2025-03-03T09:49:16,S026,11
T108,2025-03-03T09:53:44,2025-03-03T09:54:23,S025,12
T109,2025-03-03T09:18:00,2025-03-03T09:18:43,S025,1
T109,2025-03-03T09:22:35,2025-03-03T09:23:12,S026,2
T109,2025-03-03T09:27:17,2025-03-03T09:27:50,S027,3
T109,2025-03-03T09:31:56,2025-03-03T09:32:14,S028,4
T109,2025-03-03T09:36:14,2025-03-03T09:36:57,S029,5
T109,2025-03-03T09:40:10,2025-03-03T09:40:48,S030,6
T109,2025-03-03T09:44:11,2025-03-03T09:44:40,S031,7
T109,2025-03-03T09:49:06,2025-03-03T09:49:25,S032,8
T109,2025-03-03T09:52:52,2025-03-03T09:53:23,S033,9
T109,2025-03-03T09:58:21,2025-03-03T09:58:48,S034,10
T109,2025-03-03T10:02:56,2025-03-03T10:03:16,S035,11
T109,2025-03-03T10:07:17,2025-03-03T10:08:00,S036,12
T116,2025-03-03T07:03:00,2025-03-03T07:03:44,S048,1
T116,2025-03-03T07:07:38,2025-03-03T07:08:20,S047,2
T116,2025-03-03T07:11:29,2025-03-03T07:11:52,S046,3
T116,2025-03-03T07:15:08,2025-03-03T07:15:44,S045,4
T116,2025-03-03T07:19:58,2025-03-03T07:20:24,S044,5
T116,2025-03-03T07:25:50,2025-03-03T07:26:21,S043,6
T116,2025-03-03T07:29:48,2025-03-03T07:30:26,S042,7
T116,2025-03-03T07:33:52,2025-03-03T07:34:26,S041,8
T116,2025-03-03T07:37:45,2025-03-03T07:38:13,S040,9
T116,2025-03-03T07:42:34,2025-03-03T07:42:58,S039,10
T116,2025-03-03T07:47:31,2025-03-03T07:48:08,S038,11
T116,2025-03-03T07:52:20,2025-03-03T07:52:38,S037,12
T117,2025-03-03T07:18:00,2025-03-03T07:18:40,S037,1
T117,2025-03-03T07:21:51,2025-03-03T07:22:08,S038,2
T117,2025-03-03T07:27:30,2025-03-03T07:28:10,S039,3
T117,2025-03-03T07:33:20,2025-03-03T07:33:51,S040,4
T117,2025-03-03T07:38:05,2025-03-03T07:38:49,S041,5
T117,2025-03-03T07:43:31,2025-03-03T07:43:49,S042,6
T117,2025-03-03T07:48:09,2025-03-03T07:48:39,S043,7
T117,2025-03-03T07:52:15,2025-03-03T07:52:30,S044,8
T117,2025-03-03T07:58:02,2025-03-03T07:58:42,S045,9
T117,2025-03-03T08:02:57,2025-03-03T08:03:40,S046,10
T117,2025-03-03T08:07:42,2025-03-03T08:08:02,S047,11
T117,2025-03-03T08:11:31,2025-03-03T08:11:50,S048,12
T118,2025-03-03T07:41:00,2025-03-03T07:41:15,S048,1
T118,2025-03-03T07:44:54,2025-03-03T07:45:35,S047,2
T118,2025-03-03T07:49:33,2025-03-03T07:50:03,S046,3
T118,2025-03-03T07:53:26,2025-03-03T07:54:03,S045,4
